Project Name,p_link,BHK,Price,Price per Sqft,Area with Type,No_open_sides,Boundary_Wall,Width of Facing road,Ownership,Authority Approved,Corner_Property,Gated Society,Address,Facing,Construction Status,Age Possession/completion date,Property Status,RERA ID,Property ID,Nearby Landmarks,Features,Key Highlights,Open Space (in %),Units Available,Description,Ratings
Nest 29,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-369-sq-yard-spid-Y82271118,Residential land / Plot,51.66 Lac,"₹1,556 /sqft",Plot_area 3321 sq.ft.l*b :108 ft.(32.92) m.*30 ft.(9.14) m.,4.0,,213.3 ft,Freehold,AUDA,Yes,Yes,"Nest 29, Dholera, Ahmedabad",East,Under Construction,Possession: May 2027 *,Resale,not available,Y82271118,[],"['Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']", ,,,"Gap nest 29 in dholera, ahmedabad south is a ready-To-Move housing society. This project is a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences.Check out some of the features of gap fortune residency housing society.","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Greenfields Society,https://www.99acres.com/residential-land-plot-for-sale-in-ahmedabad-west-825-sq-yard-spid-L82672806,Residential land / Plot,6.18 Cr,"₹8,323 /sqft",Plot_area 7425 sq.ft.l*b :*,2.0,,32.8 ft,Freehold,,Yes,Yes,"Greenfields Society, Ahmedabad West, Ahmedabad",East,Under Construction,Possession: Within 6 months *,Resale,not available,L82672806,[],"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Rain Water Harvesting']","['Feng Shui/ Vaastu Compliant', 'Rain Water Harvesting']",,,Looking for a plot in a prime location of ahmedabad west? This plot in greenfields society is the best deal for you. It spreads over 825 sq.Yards super built up area. This property allows you to construct upto 1 floor. Expected possession of property within 6 months. The owner of the property has freehold entitlement over the land. The asking price is only 6.18 crore. Negotiable. This residenti...,
Tulip Chalets,https://www.99acres.com/residential-land-plot-for-sale-in-tulip-chalets-rancharda-gandhinagar-2073-sq-yard-spid-S82510350,Residential land / Plot,9.33 Cr,"₹5,001 /sqft",Plot_area 18657 sq.ft.l*b :*,2.0,Yes,100.0 ft,Freehold,,Yes,,"Tulip Chalets, Rancharda, Ahmedabad",East,Under Construction,Possession: Within 3 months *,Resale,not available,S82510350,"['Ghuma BRTS terminal', 'AMTS Ghuma Bus terminal', 'Bopal gam']","['Car Parking', '24x7 Security']", ,,1000.0,Rancharda is an ideal location for buying residential plots in ahmedabad west. This plot in rancharda is a great buy for you. The plot is around super built up area of 2073 sq.Yards in size. The property is guarded and secluded by boundary wall around it. Expected possession of property within 3 months. The property belongs to owner through freehold ownership. This residential plot is all yours...,"['Connectivity3.6/5', 'Lifestyle3.7/5', 'Safety3.6/5', 'Green Area3.7/5']"
Samyak Breeze Residency,https://www.99acres.com/residential-land-plot-for-sale-in-samyak-breeze-residency-dholera-ahmedabad-south-25-sq-yard-r1-spid-U81010263,Residential land / Plot,9 Lac,"₹4,054 /sqft",Plot_area 222 sq.ft.l*b :20 ft.(6.10) m.*10 ft.(3.05) m.,3.0,Yes,18.0 ft,Freehold,"AUDA,AMC",,Yes,"A 20, Samyak Breeze Residency, Dholera, Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,U81010263,[],"['Water Storage', 'Car Parking', 'Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Rain Water Harvesting', 'Club House', ""Children's Play Area"", 'Park', 'Gazebo', 'Jogging Track']","['North-East Facing', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant', 'Rain Water Harvesting']",,315.0,This is dholera ready to move plot,"['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Dholera Dream City,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-dream-city-dholera-ahmedabad-south-22-sq-yard-r1-spid-H81204143,Residential land / Plot,10 Lac,"₹5,000 /sqft",Plot_area 200 sq.ft.l*b :10 ft.(3.05) m.*5 ft.(1.52) m.,3.0,Yes,,Freehold,"AUDA,AMC",,Yes,"Plot No 45, Dholera Dream City, Dholera, Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,H81204143,[],"['Water Storage', 'Car Parking', 'Lifts', '24/7 Power Backup', 'Feng Shui / Vaastu Compliant', 'Gymnasium', 'Maintenance Staff', 'Rain Water Harvesting', 'Club House', ""Children's Play Area"", 'Park', 'Library', 'Multipurpose Hall', 'Senior Citizen Sitout']",['Feng Shui/ Vaastu Compliant'],,178.0,"Dholera, located in gujarat, is emerging as a prime investment destination due to several key factors: 1. Smart city development Dholera is indias first and largest smart city project under the delhi-Mumbai industrial corridor (Dmic). It is designed with state-Of-The-Art infrastructure, high-Speed connectivity, and advanced urban planning. 2. Strategic location Positioned between ahmedabad and ...","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Dholera Sir Smart City,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-sir-smart-city-dholera-ahmedabad-south-200-sq-yard-r2-spid-N78971095,Residential land / Plot,8 Lac,₹444 /sqft,Plot_area 1800 sq.ft.l*b :60 ft.(18.29) m.*15 ft.(4.57) m.,3.0,Yes,18.0 ft,Freehold,"AMC,AUDA",,Yes,"A 4, Dholera Sir Smart City, Dholera, Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,N78971095,[],"['Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting', 'Club House', ""Children's Play Area"", 'Jogging Track', 'Gated Community']","['Feng Shui/ Vaastu Compliant', '36 min drive to dholera international airport', '650 m far from NH 751']",,,"This is the best one and if you are looking plot then this is the best one and very good location 
For more details directly call usDholera dholera","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Dholera Sir Smart City,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-sir-smart-city-dholera-ahmedabad-south-200-sq-yard-r2-spid-G78970823,Residential land / Plot,9 Lac,₹556 /sqft,Plot_area 1800 sq.ft.l*b :60 ft.(18.29) m.*15 ft.(4.57) m.,3.0,Yes,59.1 ft,Freehold,"AMC,AUDA",,Yes,"A 3, Dholera Sir Smart City, Dholera, Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,G78970823,[],"['Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting', 'Club House', ""Children's Play Area"", 'Jogging Track', 'Gated Community']","['Feng Shui/ Vaastu Compliant', '36 min drive to dholera international airport', '650 m far from NH 751']",,,"This is in dholera sir city green flied 
Size 200 sqrd 
Price 10lac 
And this is the best one option 
For more details directly","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Savvy Kensville Golf Living,https://www.99acres.com/residential-land-plot-for-sale-in-savvy-kensville-golf-living-devdholera-ahmedabad-south-781-sq-yard-spid-U82748238,Residential land / Plot,51 Lac,₹726 /sqft,Plot_area 7029 sq.ft.l*b :*,2.0,,12.0 ft,Freehold,AUDA,Yes,Yes,"310, Savvy Kensville Golf Living, Devdholera, Ahmedabad",North,Ready To Move,Possession: Immediate *,Resale,not available,U82748238,"['Apna Dhaba Family Restaurant', 'Lucky Fashion World', 'Kerala Nalsarovar Rd Baldana', 'Devdholera Gujarat', 'Metal Gujarat', 'Baldana Gujarat', 'Meldima Mandir', 'SC Keshardi, Kesrandi', 'Vishal Babu, Devdholera, Gujarat', 'Meldi Faram', 'Vipul makawna', 'Ozone Tuscany, Kerala Nalsarovar Rd', 'iCreate', 'Keshardi Sub Station', 'Aai.shri.khodiyar.petroleum']","['Water Storage', 'Car Parking', '24/7 Power Backup', 'Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Rain Water Harvesting', 'Club House', 'Golf Course', ""Children's Play Area"", 'Park', 'Banquet Hall']","['North Facing', 'Corner Property', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant', 'Rain Water Harvesting', 'Exquisitely designed club Kensville Golf Resort', '18 Hole Championship golf course', 'Kensville ayurveda spa within the premises', 'State of the art gymnasium and state of the art facilities', 'Providing 125 seater business centre', 'Shaded driving range bays are available', 'Providing restaurants and coffee shops with in premises']",,,Common plot facing two side open plot available for sale in kensville golf & country club. It is 781 sq. Yd. Sba plot without any construction. Two adjoining plots can be purchased.,
South Bopal,https://www.99acres.com/residential-land-plot-for-sale-in-south-bopal-ahmedabad-west-350-sq-yard-spid-R83299766,Residential land / Plot,3.37 Cr,"₹10,698 /sqft",Plot_area 3150 sq.ft.l*b :20 ft.(6.10) m.*18 ft.(5.49) m.,4.0,Yes,,Freehold,AMC,,Yes,"South Bopal, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,R83299766,"['SoBo Centre', 'State bank of india sbi ATM', 'Icici ATM', 'Hdfc ATM', 'Axis ATM', 'Atm hdfc bank', 'Sannidhya Hospital', 'Navkaar Hospital', 'Aastha Orthopaedic Hospital Ahmedabad', 'Devasya Superspeciality Kidney Institute and Research Centre', 'Shreeji Children Hospital', 'Royal Maternity and Nursing Home', 'Bopal Multispeciality Hospital', 'Vanza Hospital', 'Vaishali Hospital', 'Laxmi Heart and Medical Hospital', 'Jay Prasuti Gruh and Nursing Home', 'Krishna Maternity Nursing Home', 'Bopal Eye Care Centre', 'Shivam Hospital', 'Adarsh Hospital', 'Life Care Hospital', 'Apollo Pharmacy', 'Regus Business Centre', 'Sterling City', 'Bopal gam', 'AMTS Ghuma Bus terminal', 'Ghuma BRTS terminal', 'Indian oil CNG n Petrol', 'State bank of india', 'State bank of india', 'Purohit Chavana and Sweet Mart', 'Upper Crest', 'Hocco Eatery', ""McDonald's"", 'Jalaram Parotha house', 'Havmor restaurant', 'LJ University', 'DPS - Delhi Public School', 'Gora railway station']",['Maintenance Staff'], ,,,"Residential plot available on sale in south bopalCode - Rp00196Opp 19 cinema, south bopalWith boundry wallPrice - 3.37 crCall for more details...","['Connectivity4.3/5', 'Lifestyle4.2/5', 'Safety4.2/5', 'Green Area4.1/5']"
Lapkaman,https://www.99acres.com/residential-land-plot-for-sale-in-lapkaman-ahmedabad-west-520-sq-yard-spid-M83298530,Residential land / Plot,2.15 Cr,"₹4,594 /sqft",Plot_area 4680 sq.ft.l*b :15 ft.(4.57) m.*10 ft.(3.05) m.,4.0,Yes,,Freehold,AMC,,Yes,"Lapkaman, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,M83298530,[],['Maintenance Staff'], ,,,"Residential plotavailable on sale in lapkaman code - Rp00198Lapkaman, sp ring roadPrice - 2.15 crCall for more details...","['Connectivity3.8/5', 'Lifestyle3.6/5', 'Safety3.8/5', 'Green Area3.5/5']"
Ghuma,https://www.99acres.com/residential-land-plot-for-sale-in-ghuma-ahmedabad-west-540-sq-yard-spid-Z83296908,Residential land / Plot,2.7 Cr,"₹5,555 /sqft",Plot_area 4860 sq.ft.l*b :30 ft.(9.14) m.*10 ft.(3.05) m.,4.0,,,Freehold,AMC,,Yes,"Ghuma, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,Z83296908,"['SoBo Centre', 'Atm hdfc bank', 'State bank of india sbi ATM', 'Icici ATM', 'Hdfc ATM', 'Axis ATM', 'Life Care Hospital', 'Adarsh Hospital', 'Shivam Hospital', 'Bopal Multispeciality Hospital', 'Navkaar Hospital', 'Sannidhya Hospital', 'Royal Maternity and Nursing Home', 'Vanza Hospital', 'Aastha Orthopaedic Hospital Ahmedabad', 'Shreeji Children Hospital', 'Devasya Superspeciality Kidney Institute and Research Centre', 'Vaishali Hospital', 'Laxmi Heart and Medical Hospital', 'Jay Prasuti Gruh and Nursing Home', 'Bopal Eye Care Centre', 'Krishna Maternity Nursing Home', 'Apollo Pharmacy', 'AMTS Ghuma Bus terminal', 'Ghuma BRTS terminal', 'Bopal gam', 'Sterling City', 'Indian oil CNG n Petrol', 'State bank of india', 'Upper Crest', 'Purohit Chavana and Sweet Mart', ""McDonald's"", 'Jalaram Parotha house', 'Hocco Eatery', 'Havmor restaurant', 'DPS - Delhi Public School', 'Manipur Government School', 'Gora railway station']",['Maintenance Staff'], ,,,"Residential plot available for sale in ghumaCode - Rp00214Near pleasure club, ghumaWith boundary wallPrice :- 2.70 cr ( 50k per sqft )","['Connectivity4.1/5', 'Lifestyle3.7/5', 'Safety3.9/5', 'Green Area4.2/5']"
Science City,https://www.99acres.com/residential-land-plot-for-sale-in-science-city-ahmedabad-west-286-sq-yard-spid-Q83295476,Residential land / Plot,3.58 Cr,"₹13,908 /sqft",Plot_area 2574 sq.ft.l*b :40 ft.(12.19) m.*10 ft.(3.05) m.,4.0,Yes,,Freehold,AMC,Yes,,"Science City, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,Q83295476,"['Bhagwat Vidyapeeth', 'ambe mataa mandir', 'Cims Hospital Private Limieted', 'Motherhood Womens and Child Care Hospital', 'HCG Cancer Centre', 'Gmers Medical College Hospital', 'Tirtham Surgical and Laparoscopic Centre', 'Kalpana Maternity and Nursing Home Ahmedabad', 'Netram Care Eye Hospital', 'Aditya Multi-Speciality Hospital', 'Om Children Hospital', 'Surveen Children Hospital And Vaccination Centre', 'J J Hospital Ahmedabad', 'Mahalaxmi Maternity Nursing Home and Sonography Center', 'Shreekrishna Hospital and Health Care Centre', 'Dr.Atul Shah Eye Hospital', 'Shashwat Hospital and Research Center Ahmedabad', 'Gurukrupa Hospital Ahmedabad', 'Shree Mahavir Mutlispeciality Hospital and Icu', 'Samarpan Maternity And Urosurgical Hospital', 'Sanjeevani Hospital Ahmedabad', 'Auroma Ent Hospital', 'Shri Rang Hospitaland Research Centre', 'Sitababa Hospital', 'Vallabh Surgical Hospital', 'Udit Hospital Multi Speciality', 'Sainath Orhtopaedic Hospital', 'Shri Yogeshwar General Hospital', 'Neil Hospital Ahmedabad', 'Shaishav Children Hospital Ahmedabad', 'Aroma Womens Hospital', 'Devam Orthopaedic Hospital', 'Sal Hospital and Medical Institute', 'Cutis Cosmetic Plastic Surgery Centre', 'Aastha Eye Care Centre', 'Aneri Children Hospital', 'Shangrila Bunglows', 'West Cost pharma', 'Bharat Petroleum', 'Rajhans Cinemas', 'PVR acropolis mall', 'V.Desi Food Couet', 'RC TECHNICAL INSTITUTE', 'Indian Institute Of Management', 'Amrita Vidyalayam', 'Nalanda School', 'Lalbhai Dalpatbhai College of Engineering', 'Karmachari Shiksan Tirth', 'Nutan Vidya Vihar', 'Azista Aerospace']",['Maintenance Staff'], ,,,"Residential plot available on sale in science cityCode - Rp00215Near shukan mall, bhagwat road, science cityWith boundary wallPrice - 3.58 cr ( 1. 25 lacs per sqyd )Call for more details...","['Connectivity4.3/5', 'Lifestyle4.3/5', 'Safety4.1/5', 'Green Area4.2/5']"
Shilpgram 4,https://www.99acres.com/residential-land-plot-for-sale-in-kolat-ahmedabad-west-800-sq-yard-spid-J83294270,Residential land / Plot,1.4 Cr,"₹1,944 /sqft",Plot_area 7200 sq.ft.l*b :*,1.0,Yes,32.8 ft,Freehold,,,Yes,"Shilpgram 4, Kolat, Ahmedabad",West,Ready To Move,Possession: Immediate *,Resale,not available,J83294270,[],['Maintenance Staff'],['Overlooking Main Road'],,,"Looking for a plot in a prime location of ahmedabad west? This plot in kolat is the best deal for you. It spans over spectacular 800 sq.Yards super built up area. Construction on this property can be easily done upto 10 floors. Boundary wall is already constructed to separate the plot from nearby properties. Immediately, possession of property can be transferred. The type of ownership is freeho...","['Connectivity3.6/5', 'Lifestyle3.6/5', 'Safety3.7/5', 'Green Area3.5/5']"
AMCO Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-manipur-ahmedabad-west-270-sq-yard-spid-Q83268616,Residential land / Plot,89.1 Lac,"₹3,667 /sqft",Plot_area 2430 sq.ft.l*b :*,1.0,Yes,32.8 ft,Freehold,,,Yes,"AMCO Nagar, Manipur, South Bopal",West,Ready To Move,Possession: Immediate *,Resale,not available,Q83268616,"['Atm hdfc bank', 'Ghuma BRTS terminal', 'AMTS Ghuma Bus terminal', 'Bopal gam', 'Sterling City', 'Manipur Government School', 'DPS - Delhi Public School', 'Gora railway station']",['Maintenance Staff'],['Overlooking Main Road'],,,"Check out this plot in manipur, ahmedabad west, an ideal destination to build your dream residence. This 270 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Construction on this property can be easily done upto 10 floors. Boundary wall is already constructed to separate the plot from nearby properties. Immediately, possession of property can be transferre...","['Connectivity4/5', 'Lifestyle4/5', 'Safety4/5', 'Green Area4/5']"
Suramya Lifespace,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-565-sq-yard-spid-X83258190,Residential land / Plot,67.8 Lac,"₹1,333 /sqft",Plot_area 5085 sq.ft.l*b :*,1.0,Yes,32.8 ft,Freehold,,,Yes,"Suramya Lifespace, Sanand, Ahmedabad",West,Ready To Move,Possession: Immediate *,Resale,not available,X83258190,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",['Maintenance Staff'],"['Overlooking Park/Garden', 'Overlooking Main Road']",,,"Sanand is an ideal location for buying residential plots in ahmedabad west. This plot in sanand is a great buy for you. It spreads over 565 sq.Yards super built up area. Construction on this property can be easily done upto 10 floors. Boundary wall is already constructed to separate the plot from nearby properties. Immediately, possession of property can be transferred. The owner of the propert...","['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
shilpgram 3,https://www.99acres.com/residential-land-plot-for-sale-in-lapkaman-ahmedabad-west-520-sq-yard-spid-P83160752,Residential land / Plot,1.82 Cr,"₹3,888 /sqft",Plot_area 4680 sq.ft.l*b :2030 ft.(618.71) m.*1500 ft.(457.18) m.,4.0,Yes,,Freehold,AMC,,Yes,"shilpgram 3, Lapkaman, Ahmedabad",North,Ready To Move,Possession: Immediate *,Resale,not available,P83160752,[],['Maintenance Staff'], ,,,Residential plot available on sale in sp ring roadCode - Rp00114With boundry wallPrice - 1.82 crCall for more details...,"['Connectivity3.8/5', 'Lifestyle3.6/5', 'Safety3.8/5', 'Green Area3.5/5']"
